id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
9656,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Indigo Nation Men Bling Technification Red Black Shirts
27884,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Scullers For Her Blue Shirt
12951,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt
6048,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,UCB Men Ben Logo Black Shirt
13883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts
27870,Women,Apparel,Topwear,Shirts,White,Fall,2012.0,Smart Casual,Scullers For Her Women White Striped Shirt
8314,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Check Lafayette Blue Shirts
25529,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Griffith White Shirt
16539,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Striped Shirt
13877,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Scullers Men Solid Maroon Shirts
11378,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,United Colors of Benetton Men Summer White Shirts
44348,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Indian Terrain Men Brown Check Shirt
26367,Women,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,,Arrow Woman Lavender Shirt
33487,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Doodle Kids Boy Check Red Shirt
10437,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Flying Machine Men HS Green Shirts
32767,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt
37215,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,United Colors of Benetton Men Grey Shirt
15145,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Printed Navy Blue Shirts
12360,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Reid & Taylor Men Solid Black Shirts
9669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Blue Shirts
8589,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts
41605,Men,Apparel,Topwear,Shirts,Grey,Fall,2012.0,Casual,Basics Men Grey Shirt
16350,Men,Apparel,Topwear,Shirts,Cream,Fall,2011.0,Formal,Peter England Men Stripes Cream Shirt
22357,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,John Players Men Solid Black Shirt
13410,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirts
7151,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers For Her Women Rivited Check Black Shirts
28807,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Denizen Men Check Brown Shirt
26101,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
16794,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Highlander Men Stripes Navy Blue Shirt
32501,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Black Shirt
53152,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,Mark Taylor Men Brown Shirt
54979,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Femella Women White Printed Shirt
14661,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Slim Fit Checked Shirt
18890,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Arrow Woman Tyra Purple Shirt
31142,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Formal,John Miller Men Check Orange Shirt
19728,Women,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Shirt
14037,Men,Apparel,Topwear,Shirts,Blue,Winter,2016.0,Casual,Flying Machine Men Check Blue Shirts
20030,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirt
39780,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Peter England Men Yellow Casual Shirts
9602,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul White & Red Shirt
23028,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Blue Striped Shirt
51408,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue and White Check Shirt
8186,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Locomotive Men Check Lai Grey Shirts
48373,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men White & Purple Check Shirt
15912,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Black Coffee Men Stripes Blue Shirt
9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts
19717,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Check Blue Shirt
8724,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Checks Red Shirts
27212,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Striped Blue Shirt
10490,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Flying Machine Men HS Blue Shirts
16303,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Check Navy Blue Shirt
14666,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Basics Men Red Slim Fit Checked Shirt
51430,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Men Navy Blue & Orange Check Shirt
26106,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt
16793,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
39773,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Peter England Men Navy Blue Casual Shirt
11119,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Solid White Shirts
33249,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men Blue Striped Shirt
8723,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Striped Yellow Shirt
15915,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Black Coffee Men Check Purple Slim Fit Shirt
51857,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Highlander Men  Blue & Beige Check  Shirt
9261,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt
8181,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Check Ladislav Purple Shirts
48374,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,French Connection Men Purple & Black Striped Shirt
57992,Women,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,Latin Quarters Women Purple Shirt
10803,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Wrangler Men Dodge Broad Accent Check White Shirts
9605,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Scul Green White Shirts
34098,Boys,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,Doodle Boys Check Multi Coloured Shirt
33240,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Striped Shirt
32392,Women,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Woman Grey Shirt
41660,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt
11110,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Check White Shirts
16335,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Shirt
26792,Men,Apparel,Topwear,Shirts,Blue,Summer,2013.0,Formal,Arrow Men Blue Striped Slim Fit Shirt
43305,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Pink Shirt
8940,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Red Shirts
19719,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Grey Shirt
8188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laidley Purple Shirts
6012,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White Casual Checked Slim Fit Shirt
9268,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men White Check Shirt
12305,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Check Navy Blue Shirts
51406,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow Striped Shirt
19726,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirt
14039,Men,Apparel,Topwear,Shirts,Green,Winter,2016.0,Casual,Flying Machine Men Check Green Shirts
19184,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors Of Benetton Men Red Check Shirt
29711,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt
9633,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Blue White Shirts
9257,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
21118,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,s.Oliver Men Check Olive Shirt
9065,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
13486,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Stripes White Shirts
51401,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue and Yellow Check Shirt
6015,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Small Black Checked Shirt
26795,Men,Apparel,Topwear,Shirts,Blue,Summer,2013.0,Formal,Arrow Men Blue Shirt
33247,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Check Shirt
11117,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Indigo Nation Men Solid Grey Shirts
32395,Women,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Woman Grey Shirt
16332,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Peter England Men Stripes Red Shirt
44588,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Check Shirt
9062,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Mark Taylor Men Pink Striped Shirt
9250,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt
35947,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Flying Machine Men White Shirt
9634,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Black White Shirts
19183,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Check Grey Shirt
15588,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Spykar Men Striped Blue Shirt
14668,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
19177,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Navy Blue Shirt
19721,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors Of Benetton Men Grey Shirt
25528,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Wrangler Women Salena Navy Blue Check Shirt
16538,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
27871,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers For Her Striped White Shirt
9657,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Red Shirts
4974,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Yellow Infant Kidswear
9465,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Self Structure Shirts
12950,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
13882,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts
9233,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
26957,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Shirt
27885,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Scullers For Her Blue Shirt
32759,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Indigo Nation Men Striped Purple Shirt
13411,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Pink Shirts
22356,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,John Players Men Solid White Shirt
16351,Men,Apparel,Topwear,Shirts,Cream,Fall,2011.0,Formal,Peter England Men Stripes Cream Shirt
28806,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Denizen Men Check Black Shirt
13849,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Check White Shirts
59891,Women,Apparel,Topwear,Shirts,Multi,Fall,2012.0,Casual,Femella Women Multi Coloured Shirt
11722,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Lee Men Check Red Shirts
15144,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Sport Men Self-Stripes White Shirts
32766,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt
12361,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Solid Blue Shirts
26366,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,Arrow Woman Pink Shirt
8588,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts
36590,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Provogue Men Eternity Red Shirt
24267,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Check Shirt
27882,Women,Apparel,Topwear,Shirts,Olive,Summer,2012.0,Casual,Scullers For Her Olive Shirt
13885,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
9462,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Check Shirt
29772,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Men Red Striped Casual Shirt
9650,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Club Satin Purple Shirt
8782,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling PC Purple Shirts
28492,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Urban Yoga Men Blue Shirt
6618,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Spykar Men Purple and white Check Shirt
4973,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Yellow Kidswear
8776,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Check Me Out Green Shirts
34039,Boys,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Palm Tree Boys Check Red Shirt
39726,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Woman White Shirt
27876,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers For Her Printed White Shirt
7168,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue White Shirt
13871,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,Scullers Men Stripes Beige Shirts
9805,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Black Checks Shirts
10431,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Flying Machine Men Ydc Grey Shirts
34496,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Van Heusen Woman Blue Shirt
59298,Men,Apparel,Topwear,Shirts,Green,Fall,2012.0,Casual,U.S. Polo Assn. Men Striped Green Shirt
41603,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Basics Men Black Shirt
8749,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Shirt Purple Shirts
13416,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Check Pink Shirts
22351,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,John Players Men Check Green Shirt
8586,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Shirt
9454,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Check Shirt
9666,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling Blue Shirts
15976,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Turtle Solid Men Purple Shirt
30803,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Shirt
26966,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Jealous 21 Women Check Purple Shirt
26368,Women,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Arrow Woman Red Shirt
